p_partkey,p_name,p_mfgr,p_brand,p_type,p_size,p_container,p_retailprice,p_comment
40823,cream floral goldenrod ghost snow,Manufacturer#3,Brand#35,STANDARD PLATED COPPER,18,SM CASE,1763.82," are special, ex"
40824,saddle azure lavender black ghost,Manufacturer#4,Brand#41,PROMO ANODIZED STEEL,22,SM CASE,1764.82,ly pending ide
40825,chiffon dark red drab lemon,Manufacturer#3,Brand#35,PROMO POLISHED STEEL,3,JUMBO PKG,1765.82, about the slyly un
40826,orchid frosted violet hot navy,Manufacturer#4,Brand#42,MEDIUM POLISHED TIN,31,SM DRUM,1766.82,telets haggle s
40827,dim blush gainsboro yellow firebrick,Manufacturer#3,Brand#35,PROMO PLATED TIN,37,WRAP PKG,1767.82,accounts. 
40828,plum floral lime wheat blush,Manufacturer#2,Brand#25,PROMO POLISHED NICKEL,19,JUMBO BAG,1768.82,r requests wake. 
40829,chiffon blush smoke grey magenta,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,16,MED BOX,1769.82,ter the
40830,orange antique lemon indian bisque,Manufacturer#1,Brand#14,LARGE PLATED STEEL,49,JUMBO BOX,1770.83,iously quickly 
40831,royal papaya yellow navy chartreuse,Manufacturer#3,Brand#35,PROMO PLATED TIN,50,WRAP BOX,1771.83,. hocke
40832,forest medium light moccasin peru,Manufacturer#4,Brand#45,STANDARD BURNISHED NICKEL,40,JUMBO CASE,1772.83,unts integr
40833,chocolate honeydew metallic sienna deep,Manufacturer#3,Brand#35,PROMO BURNISHED TIN,46,JUMBO DRUM,1773.83,kly aft
40834,seashell smoke lavender orchid navajo,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,50,JUMBO PKG,1774.83,d requests nag
40835,steel drab linen tomato cornflower,Manufacturer#1,Brand#13,STANDARD BRUSHED NICKEL,23,SM PACK,1775.83,dencies about the c
40836,floral forest white lavender cornsilk,Manufacturer#2,Brand#24,ECONOMY BRUSHED TIN,19,WRAP CASE,1776.83, against 
40837,metallic seashell orange aquamarine yellow,Manufacturer#2,Brand#22,LARGE POLISHED BRASS,42,JUMBO PKG,1777.83,ds wake busily about
40838,ivory yellow rosy cornflower salmon,Manufacturer#3,Brand#35,PROMO POLISHED STEEL,10,SM PACK,1778.83,ly across the quickly
40839,forest linen lace antique deep,Manufacturer#2,Brand#23,PROMO BURNISHED TIN,1,JUMBO CASE,1779.83,"nal, ironic pinto bean"
40840,olive dim purple sienna linen,Manufacturer#5,Brand#51,MEDIUM ANODIZED NICKEL,5,MED PACK,1780.84,epitaph
40841,smoke ivory blue cornflower saddle,Manufacturer#1,Brand#13,MEDIUM BRUSHED BRASS,3,SM DRUM,1781.84,luffily final
40842,salmon orange blanched sienna lemon,Manufacturer#3,Brand#33,ECONOMY POLISHED NICKEL,25,SM BAG,1782.84, x-ray amon
40843,blush peach sky almond ghost,Manufacturer#4,Brand#44,LARGE PLATED TIN,31,MED PACK,1783.84,osits are. car
40844,medium papaya rose burlywood lace,Manufacturer#1,Brand#14,PROMO POLISHED STEEL,25,LG PKG,1784.84,lites im
40845,brown sienna snow burlywood antique,Manufacturer#5,Brand#54,SMALL PLATED BRASS,50,MED BOX,1785.84,the idle pint
40846,sienna navajo dim burlywood salmon,Manufacturer#2,Brand#24,LARGE PLATED NICKEL,21,LG PKG,1786.84,ses cajole quickly whi
40847,plum salmon gainsboro cornsilk lime,Manufacturer#5,Brand#51,MEDIUM BURNISHED NICKEL,20,LG BOX,1787.84, requests around the s
40848,lemon drab honeydew ghost wheat,Manufacturer#2,Brand#22,MEDIUM ANODIZED BRASS,19,WRAP PACK,1788.84, the even theodolite
40849,blanched brown plum royal blue,Manufacturer#5,Brand#52,LARGE BRUSHED BRASS,6,JUMBO CAN,1789.84, use carefully
40850,salmon ivory grey papaya khaki,Manufacturer#4,Brand#44,ECONOMY POLISHED TIN,36,MED BAG,1790.85,unts haggle blithely
40851,moccasin grey papaya lace smoke,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,30,WRAP CAN,1791.85,. permanent f
40852,rosy thistle medium dark cornflower,Manufacturer#4,Brand#43,STANDARD BURNISHED BRASS,30,LG PKG,1792.85, requests. blithel
40853,linen pink rose green bisque,Manufacturer#5,Brand#51,PROMO ANODIZED NICKEL,27,LG BOX,1793.85,oss the final acco
40854,lace rosy salmon slate cornsilk,Manufacturer#1,Brand#13,LARGE PLATED STEEL,3,MED DRUM,1794.85,pinto beans. express 
40855,forest linen violet turquoise lace,Manufacturer#4,Brand#43,PROMO ANODIZED TIN,17,WRAP DRUM,1795.85,hould wake above th
40856,yellow green chocolate peach ghost,Manufacturer#2,Brand#22,LARGE POLISHED TIN,37,WRAP PKG,1796.85, even foxes af
40857,sienna goldenrod salmon frosted drab,Manufacturer#4,Brand#44,MEDIUM ANODIZED TIN,11,WRAP CASE,1797.85,dependenci
40858,plum orange tomato maroon sienna,Manufacturer#1,Brand#14,LARGE POLISHED COPPER,30,LG PACK,1798.85,o beans. re
40859,lemon maroon royal cyan smoke,Manufacturer#4,Brand#45,SMALL POLISHED NICKEL,31,JUMBO JAR,1799.85,ding 
40860,tomato khaki honeydew pale firebrick,Manufacturer#1,Brand#14,STANDARD ANODIZED COPPER,24,MED PACK,1800.86,ests detect. furiousl
40861,misty sienna chartreuse spring tan,Manufacturer#4,Brand#42,ECONOMY ANODIZED NICKEL,29,JUMBO CAN,1801.86,lithely along
40862,cornsilk snow maroon aquamarine lace,Manufacturer#5,Brand#53,SMALL ANODIZED BRASS,44,JUMBO CASE,1802.86,g packag
40863,almond dark violet tan rosy,Manufacturer#4,Brand#42,MEDIUM POLISHED TIN,3,JUMBO BAG,1803.86,s alongside of the
40864,deep lawn powder dodger blush,Manufacturer#5,Brand#53,STANDARD BRUSHED NICKEL,5,MED DRUM,1804.86,c requests n
40865,sky deep beige cornsilk rose,Manufacturer#1,Brand#14,MEDIUM BURNISHED STEEL,12,JUMBO PACK,1805.86,liers. slyly f
40866,black smoke blanched burnished misty,Manufacturer#3,Brand#33,STANDARD POLISHED STEEL,28,LG CAN,1806.86,ke sometimes. fluf
40867,chocolate rosy sienna forest purple,Manufacturer#2,Brand#22,PROMO BRUSHED BRASS,6,SM PKG,1807.86,osits. quickly perma
40868,papaya chiffon azure turquoise lawn,Manufacturer#3,Brand#33,ECONOMY POLISHED STEEL,35,MED JAR,1808.86,nal requests d
40869,spring beige powder chartreuse rosy,Manufacturer#3,Brand#31,PROMO BURNISHED COPPER,46,JUMBO PKG,1809.86,r dependencies use
40870,burnished olive cyan wheat khaki,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,31,LG CASE,1810.87,ggedly. mu
40871,papaya almond dodger chiffon turquoise,Manufacturer#3,Brand#35,STANDARD ANODIZED COPPER,11,LG PACK,1811.87,ggle.
40872,almond tan olive beige smoke,Manufacturer#1,Brand#15,STANDARD PLATED TIN,47,JUMBO BOX,1812.87, special pa
40873,dodger indian peru white burlywood,Manufacturer#4,Brand#42,SMALL POLISHED BRASS,27,LG BAG,1813.87,s. slowly special
40874,papaya violet wheat steel forest,Manufacturer#4,Brand#45,PROMO POLISHED NICKEL,8,LG PKG,1814.87,slyly 
40875,orange red frosted powder indian,Manufacturer#3,Brand#32,ECONOMY PLATED STEEL,17,JUMBO CAN,1815.87,ve to boos
40876,sky hot lavender frosted plum,Manufacturer#3,Brand#35,SMALL BURNISHED BRASS,46,LG BOX,1816.87, deposits-- furi
40877,papaya lawn orange saddle powder,Manufacturer#1,Brand#15,SMALL BRUSHED STEEL,35,MED DRUM,1817.87,. furiously pendin
40878,tomato indian midnight firebrick navy,Manufacturer#1,Brand#12,MEDIUM BRUSHED BRASS,12,MED CAN,1818.87,g to t
40879,purple pale midnight peru burlywood,Manufacturer#3,Brand#31,MEDIUM ANODIZED TIN,34,WRAP CASE,1819.87,y final foxes l
40880,antique navajo sky aquamarine cornflower,Manufacturer#2,Brand#23,SMALL PLATED BRASS,32,WRAP CAN,1820.88,ckages. furiou
40881,hot midnight puff turquoise frosted,Manufacturer#4,Brand#44,MEDIUM BRUSHED NICKEL,36,LG PACK,1821.88,ckly 
40882,sandy seashell olive ghost white,Manufacturer#2,Brand#23,MEDIUM BURNISHED COPPER,22,WRAP DRUM,1822.88,the quickly iron
40883,antique chocolate gainsboro light peach,Manufacturer#4,Brand#44,LARGE POLISHED TIN,12,WRAP PACK,1823.88,xpress reque
40884,almond ghost dodger navajo chartreuse,Manufacturer#3,Brand#35,PROMO POLISHED TIN,28,SM BOX,1824.88,ing foxes
40885,mint grey red cornsilk misty,Manufacturer#4,Brand#43,STANDARD BRUSHED STEEL,44,JUMBO PKG,1825.88,ithely since the
40886,midnight maroon burnished saddle lemon,Manufacturer#4,Brand#42,ECONOMY PLATED NICKEL,28,LG JAR,1826.88,. slyly bold fox
40887,papaya red tomato green sky,Manufacturer#5,Brand#53,ECONOMY BRUSHED COPPER,9,LG JAR,1827.88,es. instructions na
40888,light forest rosy grey bisque,Manufacturer#3,Brand#33,LARGE BRUSHED NICKEL,15,MED CAN,1828.88,quiet dependencies nag
40889,blue papaya navajo azure indian,Manufacturer#4,Brand#43,MEDIUM PLATED NICKEL,6,WRAP BOX,1829.88,uriously 
40890,beige goldenrod red green floral,Manufacturer#5,Brand#52,ECONOMY ANODIZED COPPER,25,SM DRUM,1830.89,pains 
40891,salmon turquoise purple puff plum,Manufacturer#4,Brand#44,SMALL BURNISHED NICKEL,19,WRAP PKG,1831.89,special pint
40892,olive firebrick linen red dim,Manufacturer#3,Brand#35,MEDIUM PLATED COPPER,2,WRAP CASE,1832.89,t iron
40893,sienna pale azure honeydew dim,Manufacturer#1,Brand#11,PROMO PLATED TIN,25,MED DRUM,1833.89,nic accounts. 
40894,royal honeydew pink rosy steel,Manufacturer#5,Brand#51,LARGE BRUSHED BRASS,5,MED PACK,1834.89,"r, ironic accounts pr"
40895,grey wheat frosted tan lavender,Manufacturer#3,Brand#31,STANDARD BRUSHED NICKEL,28,WRAP JAR,1835.89,slyly regular d
40896,red steel salmon lawn purple,Manufacturer#5,Brand#51,STANDARD BURNISHED NICKEL,14,JUMBO JAR,1836.89,e slyly ironic packag
40897,cyan rose rosy light wheat,Manufacturer#4,Brand#44,STANDARD POLISHED STEEL,41,MED BOX,1837.89,sly furious
40898,pale medium metallic slate coral,Manufacturer#5,Brand#55,MEDIUM BRUSHED STEEL,36,SM BAG,1838.89,. regular
40899,yellow steel dark rosy navy,Manufacturer#5,Brand#51,PROMO BURNISHED NICKEL,21,JUMBO BOX,1839.89,ar pinto bea
40900,mint pale azure saddle light,Manufacturer#1,Brand#12,PROMO ANODIZED TIN,16,LG BAG,1840.90,; carefully s
40901,white burnished almond lime burlywood,Manufacturer#2,Brand#22,STANDARD BURNISHED COPPER,17,JUMBO PKG,1841.90,uickly. expr
40902,beige azure rose light smoke,Manufacturer#3,Brand#33,SMALL ANODIZED TIN,35,LG PACK,1842.90,y. deposits are
40903,midnight dim cornflower lemon forest,Manufacturer#1,Brand#15,ECONOMY PLATED STEEL,42,LG JAR,1843.90,lithely
40904,orange floral sky purple royal,Manufacturer#3,Brand#31,MEDIUM BRUSHED BRASS,26,JUMBO JAR,1844.90,hely bravely 
40905,burnished blue seashell maroon smoke,Manufacturer#3,Brand#34,LARGE POLISHED TIN,35,JUMBO BAG,1845.90,ag furiously
40906,metallic plum pale saddle honeydew,Manufacturer#4,Brand#45,SMALL BURNISHED COPPER,24,WRAP DRUM,1846.90,ependencies cajole s
40907,lemon lime slate cyan grey,Manufacturer#3,Brand#32,SMALL POLISHED NICKEL,26,LG PKG,1847.90,patterns sleep fl
40908,misty goldenrod dodger tan magenta,Manufacturer#5,Brand#52,ECONOMY BURNISHED STEEL,24,MED BAG,1848.90,. quietly thin the
40909,royal forest cornflower light deep,Manufacturer#1,Brand#14,LARGE PLATED STEEL,10,WRAP JAR,1849.90,al packag
40910,ivory blue thistle linen antique,Manufacturer#1,Brand#15,ECONOMY PLATED COPPER,8,SM PKG,1850.91,es. quickly daring 
40911,papaya floral white dim seashell,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,29,LG JAR,1851.91,caref
40912,brown gainsboro steel white royal,Manufacturer#4,Brand#44,LARGE ANODIZED STEEL,2,JUMBO CAN,1852.91,"ess, e"
40913,royal light snow burnished frosted,Manufacturer#5,Brand#52,SMALL BRUSHED COPPER,40,WRAP PKG,1853.91,ajole qu
40914,wheat burnished violet indian cyan,Manufacturer#2,Brand#21,STANDARD POLISHED NICKEL,44,JUMBO PKG,1854.91,lyly special deposits 
40915,dodger rose navy brown pale,Manufacturer#4,Brand#43,ECONOMY PLATED BRASS,27,MED BOX,1855.91,carefully qu
40916,cornflower frosted navajo snow steel,Manufacturer#2,Brand#21,STANDARD PLATED TIN,49,WRAP BAG,1856.91,es sleep
40917,lace ghost red dark royal,Manufacturer#3,Brand#33,ECONOMY PLATED NICKEL,44,WRAP PACK,1857.91,express pinto beans 
40918,brown salmon navy blanched steel,Manufacturer#2,Brand#24,SMALL PLATED BRASS,50,WRAP PACK,1858.91,eposits. pendi
40919,chiffon smoke goldenrod red metallic,Manufacturer#3,Brand#35,MEDIUM PLATED BRASS,3,WRAP DRUM,1859.91,s. qu
40920,navajo violet rosy salmon royal,Manufacturer#3,Brand#35,STANDARD POLISHED STEEL,11,LG DRUM,1860.92, quickly regular dolp
40921,cornsilk peach plum magenta rose,Manufacturer#5,Brand#51,SMALL BURNISHED BRASS,45,MED CASE,1861.92, theodolites haggle q
40922,red tan sandy forest lace,Manufacturer#1,Brand#15,STANDARD PLATED TIN,32,SM JAR,1862.92,blithely fur
40923,peach cream cornflower deep salmon,Manufacturer#2,Brand#23,PROMO ANODIZED TIN,50,WRAP PKG,1863.92,ncies. fi
40924,beige burlywood deep forest azure,Manufacturer#1,Brand#14,MEDIUM POLISHED BRASS,9,WRAP JAR,1864.92,blithely
40925,cornflower peru snow blanched pale,Manufacturer#4,Brand#44,STANDARD BURNISHED COPPER,45,SM DRUM,1865.92,"ccounts. express, iro"
40926,hot smoke ghost magenta metallic,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,36,MED BOX,1866.92,y regular request
40927,purple drab indian moccasin burnished,Manufacturer#2,Brand#21,STANDARD POLISHED TIN,50,JUMBO DRUM,1867.92,accounts. furio
40928,puff maroon black linen navajo,Manufacturer#1,Brand#15,SMALL BRUSHED NICKEL,13,WRAP CASE,1868.92,dly s
40929,cream wheat hot aquamarine coral,Manufacturer#2,Brand#21,MEDIUM ANODIZED NICKEL,33,SM JAR,1869.92,". unusual, ironic patt"
40930,peru coral moccasin aquamarine goldenrod,Manufacturer#1,Brand#13,ECONOMY BURNISHED COPPER,10,WRAP DRUM,1870.93,imes according to the
40931,honeydew misty thistle chocolate navy,Manufacturer#2,Brand#22,ECONOMY PLATED COPPER,20,SM BAG,1871.93,ages! slyly bold a
40932,lemon tan drab navajo magenta,Manufacturer#1,Brand#15,STANDARD ANODIZED NICKEL,18,MED DRUM,1872.93,olites. fluffil
40933,antique pink blanched blue moccasin,Manufacturer#2,Brand#21,PROMO POLISHED BRASS,14,SM CAN,1873.93,ent theodolites se
40934,lavender midnight deep floral khaki,Manufacturer#1,Brand#13,MEDIUM PLATED COPPER,31,WRAP BAG,1874.93,quick
40935,grey rose papaya saddle blue,Manufacturer#5,Brand#54,SMALL POLISHED NICKEL,19,JUMBO PKG,1875.93,ully special deposits
40936,peru khaki salmon goldenrod blush,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,44,SM BAG,1876.93, abov
40937,violet gainsboro lime antique yellow,Manufacturer#5,Brand#52,ECONOMY POLISHED TIN,1,LG DRUM,1877.93,uests. furiously
40938,hot puff thistle dodger misty,Manufacturer#1,Brand#11,STANDARD ANODIZED NICKEL,2,SM BAG,1878.93,elets are acro
40939,goldenrod dark violet salmon cornsilk,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,45,SM CAN,1879.93,s. blithely 
40940,chartreuse frosted pink seashell brown,Manufacturer#3,Brand#31,LARGE BURNISHED NICKEL,18,SM JAR,1880.94, furious
40941,steel plum bisque rose sienna,Manufacturer#3,Brand#34,LARGE BURNISHED COPPER,2,JUMBO PKG,1881.94,nts at t
40942,tan orange linen coral blue,Manufacturer#1,Brand#14,ECONOMY PLATED STEEL,50,SM CASE,1882.94,"inal, re"
40943,frosted blush gainsboro sandy red,Manufacturer#3,Brand#35,STANDARD ANODIZED BRASS,5,LG BOX,1883.94," ironic, specia"
40944,orange lavender cream red firebrick,Manufacturer#5,Brand#53,STANDARD ANODIZED COPPER,5,LG DRUM,1884.94,asymptotes. special i
40945,lace royal olive salmon rose,Manufacturer#3,Brand#34,ECONOMY BURNISHED STEEL,40,WRAP PACK,1885.94, quickly fin
40946,orange red saddle firebrick deep,Manufacturer#5,Brand#52,MEDIUM POLISHED COPPER,22,SM PACK,1886.94,ut the sly
40947,tan chiffon lawn spring olive,Manufacturer#3,Brand#32,SMALL BURNISHED COPPER,4,LG PKG,1887.94,ely b
40948,lace dark lime royal antique,Manufacturer#3,Brand#34,PROMO BURNISHED BRASS,20,WRAP BAG,1888.94,ole furiously pendi
40949,red khaki orchid lawn smoke,Manufacturer#1,Brand#11,MEDIUM PLATED STEEL,14,WRAP PACK,1889.94,nic deposits acr
40950,pale hot burlywood antique coral,Manufacturer#2,Brand#21,ECONOMY BURNISHED STEEL,33,LG BOX,1890.95,. alway
40951,plum cornsilk coral pink salmon,Manufacturer#3,Brand#32,LARGE BRUSHED COPPER,28,SM CASE,1891.95, ideas. pending ac
40952,white blanched purple chiffon red,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,37,MED PKG,1892.95,ans cajo
40953,slate honeydew lime smoke chocolate,Manufacturer#5,Brand#52,LARGE ANODIZED COPPER,29,JUMBO PKG,1893.95,rd the even pinto
40954,bisque peach dim almond honeydew,Manufacturer#3,Brand#33,SMALL ANODIZED BRASS,39,LG JAR,1894.95,across the
40955,peru papaya pink almond pale,Manufacturer#2,Brand#24,MEDIUM PLATED COPPER,9,WRAP PACK,1895.95,sleep pac
40956,steel goldenrod olive chiffon peach,Manufacturer#3,Brand#32,STANDARD PLATED TIN,23,LG BOX,1896.95,arefully regular 
40957,lavender violet grey pale slate,Manufacturer#4,Brand#42,MEDIUM BURNISHED STEEL,5,MED PACK,1897.95,ven reque
40958,dodger aquamarine chocolate tomato seashell,Manufacturer#3,Brand#34,SMALL BURNISHED NICKEL,39,JUMBO BAG,1898.95, the carefully e
40959,indian azure pink green royal,Manufacturer#3,Brand#33,ECONOMY BURNISHED COPPER,39,JUMBO CASE,1899.95,ests run above 
40960,burnished dim sandy cream magenta,Manufacturer#1,Brand#13,ECONOMY POLISHED STEEL,14,MED CASE,1900.96,s do integrate af
40961,bisque maroon lavender ghost blue,Manufacturer#5,Brand#54,MEDIUM BURNISHED TIN,42,LG BOX,1901.96,theodolites. blith
40962,chiffon magenta papaya royal light,Manufacturer#5,Brand#55,ECONOMY BURNISHED BRASS,3,SM CAN,1902.96,furiously after
40963,papaya lime brown khaki dodger,Manufacturer#1,Brand#11,PROMO BURNISHED NICKEL,8,MED PACK,1903.96,ly re
40964,light ghost hot papaya bisque,Manufacturer#2,Brand#23,MEDIUM PLATED COPPER,18,SM CASE,1904.96,ons cajo
40965,blue thistle tan mint honeydew,Manufacturer#5,Brand#52,STANDARD POLISHED TIN,46,MED PKG,1905.96, deposits
40966,moccasin navy linen floral tan,Manufacturer#5,Brand#51,SMALL BURNISHED COPPER,2,MED DRUM,1906.96, excuses a
40967,violet red blanched dim navajo,Manufacturer#3,Brand#35,STANDARD BRUSHED NICKEL,1,SM PACK,1907.96, deposits nag
40968,powder floral maroon burnished orchid,Manufacturer#3,Brand#34,LARGE PLATED NICKEL,42,MED CASE,1908.96,less accounts: sil
40969,beige sky royal khaki ivory,Manufacturer#3,Brand#33,STANDARD ANODIZED TIN,11,MED PKG,1909.96,usly unu
40970,pink cream brown orange sienna,Manufacturer#4,Brand#44,PROMO BRUSHED TIN,10,JUMBO BOX,1910.97,efully final accou
40971,midnight hot forest saddle chiffon,Manufacturer#2,Brand#21,MEDIUM BURNISHED COPPER,2,LG CASE,1911.97,efully regular request
40972,royal snow cornflower gainsboro magenta,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,15,LG BOX,1912.97,al orbits 
40973,light cyan magenta lavender peach,Manufacturer#4,Brand#44,ECONOMY ANODIZED BRASS,36,JUMBO PKG,1913.97,cally 
40974,coral salmon violet tomato firebrick,Manufacturer#4,Brand#45,ECONOMY ANODIZED COPPER,7,WRAP PKG,1914.97,ses cajo
40975,grey cornflower misty chartreuse smoke,Manufacturer#3,Brand#33,STANDARD BURNISHED COPPER,43,LG BOX,1915.97,"ithely ironic, pendi"
40976,wheat ghost cream sky saddle,Manufacturer#3,Brand#35,ECONOMY POLISHED STEEL,47,MED PACK,1916.97, furiously acros
40977,slate bisque dim royal turquoise,Manufacturer#2,Brand#22,STANDARD PLATED COPPER,38,SM CAN,1917.97,t bravel
40978,seashell midnight white moccasin blanched,Manufacturer#5,Brand#54,PROMO BRUSHED NICKEL,34,MED CASE,1918.97,fully ir
40979,dim saddle bisque thistle brown,Manufacturer#5,Brand#55,LARGE ANODIZED BRASS,42,JUMBO CAN,1919.97,pearls. ir
40980,sienna smoke dark sky navy,Manufacturer#4,Brand#43,ECONOMY BRUSHED TIN,11,JUMBO DRUM,1920.98,posits use slyly? fo
40981,medium grey lawn midnight floral,Manufacturer#4,Brand#45,STANDARD ANODIZED STEEL,39,JUMBO BOX,1921.98, permanent dolphin
40982,peru navajo cornflower tomato lemon,Manufacturer#3,Brand#32,ECONOMY PLATED COPPER,1,LG PKG,1922.98,c foxes can s
40983,blanched dodger wheat burlywood grey,Manufacturer#2,Brand#23,ECONOMY BURNISHED COPPER,11,MED BOX,1923.98,ounts boost along
40984,khaki magenta moccasin peru burlywood,Manufacturer#4,Brand#43,STANDARD BURNISHED STEEL,21,WRAP PKG,1924.98, blithely sile
40985,yellow almond beige hot lace,Manufacturer#1,Brand#15,ECONOMY ANODIZED STEEL,11,MED CAN,1925.98,kages. carefully f
40986,azure grey metallic yellow hot,Manufacturer#3,Brand#35,SMALL PLATED STEEL,10,MED PKG,1926.98,ully regular a
40987,metallic lime cyan navy frosted,Manufacturer#2,Brand#22,STANDARD BURNISHED TIN,8,SM PACK,1927.98,riously express
40988,ivory grey steel violet moccasin,Manufacturer#3,Brand#33,LARGE POLISHED BRASS,44,SM PKG,1928.98,eodolites. fur
40989,bisque burnished pink olive metallic,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,32,SM PACK,1929.98,across the blithe
40990,linen papaya sienna burnished lavender,Manufacturer#5,Brand#53,SMALL BRUSHED STEEL,7,MED BOX,1930.99,expre
40991,pink magenta maroon slate burnished,Manufacturer#2,Brand#24,MEDIUM ANODIZED NICKEL,34,WRAP DRUM,1931.99,nstructions. deposits 
40992,spring saddle burnished brown medium,Manufacturer#4,Brand#44,MEDIUM BRUSHED COPPER,3,SM CAN,1932.99, the expre
40993,sienna cyan chiffon green peru,Manufacturer#3,Brand#31,LARGE BRUSHED STEEL,14,JUMBO CASE,1933.99,ut the careful
40994,indian chartreuse violet peru ivory,Manufacturer#3,Brand#32,MEDIUM BRUSHED BRASS,6,SM CASE,1934.99,oost f
40995,burnished chocolate forest blush snow,Manufacturer#1,Brand#15,SMALL POLISHED NICKEL,23,MED JAR,1935.99, deposi
40996,dim lime burlywood magenta tan,Manufacturer#4,Brand#45,PROMO BURNISHED STEEL,16,LG PKG,1936.99,es haggle blithely
40997,lemon olive turquoise blanched blue,Manufacturer#2,Brand#23,LARGE BURNISHED COPPER,3,JUMBO PACK,1937.99,eep furi
40998,green ghost blush linen smoke,Manufacturer#4,Brand#41,MEDIUM BURNISHED TIN,33,JUMBO JAR,1938.99,de of the accoun
40999,sienna coral saddle light aquamarine,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,12,SM CAN,1939.99, iron
